Topic,Count,Name,Representation,Representative_Docs
-1,10918,-1_last_medicatie_pijn_tabletten,"['last', 'medicatie', 'pijn', 'tabletten', 'gaat', 'keer', 'graag', 'goed', 'ziekenhuis', 'krijg']","['Ik hoop snel bericht van u te ontvangen.', 'Beste,  Ik zou nog laten weten hoe het gaat.', 'Goedemorgen,  Is het mogelijk om een herhaalrecept te krijgen van de cortiment, de b12 tabletten en de calcium tabletten?']"
0,1439,0_ontlasting_ingeleverd_inleveren_bloed,"['ontlasting', 'ingeleverd', 'inleveren', 'bloed', 'prikken', 'leveren', 'uitslag', 'laten', 'buisje', 'bloedprikken']","['Beste [PERSOON],  Op 11 juni heb ik bloed laten prikken en heb ik ontlasting ingeleverd.', 'Beste,  Donderdag 20-1 heb ik ontlasting ingeleverd en bloed laten prikken.', 'Hallo,  Ik heb maandag 19-09 bloed laten prikken en ontlasting ingeleverd.']"
1,1190,1_bellen_bereikbaar_gebeld_telefonisch,"['bellen', 'bereikbaar', 'gebeld', 'telefonisch', 'belafspraak', 'contact', 'nummer', 'telefoon', 'telefonische', 'telefoonnummer']","['Hallo,   Ik ben telefonisch bereikbaar.', 'Ik ben nu goed telefonisch bereikbaar op [TELEFOONNUMMER]  Groet, [PERSOON]', 'Mocht U toch nog telefonisch contact met mij willen hebben dan ben ik gewoon bereikbaar onder nummer [TELEFOONNUMMER] Met vriendelijke groet, [PERSOON]']"
2,812,2_apotheek_recept_sturen_locatie,"['apotheek', 'recept', 'sturen', 'locatie', 'faxen', 'nieuw', 'ophalen', 'doorsturen', 'gefaxt', 'fax']","['Er was echter geen recept bij de apotheek.', 'Recept is nog niet bij de apotheek?', 'Nu is het recept nog niet binnen bij de apotheek.']"
3,683,3_afspraak_staan_verzetten_afspraken,"['afspraak', 'staan', 'verzetten', 'afspraken', 'plannen', 'gepland', 'annuleren', 'inplannen', 'nieuwe', 'agenda']","['Ik neem aan, dat ik dit ook moet doen voor de afspraak van 16/8.', 'Ik zal een afspraak maken.', 'Ik zou zelf een afspraak maken.']"
4,602,4_humira_spuit_spuiten_zetten,"['humira', 'spuit', 'spuiten', 'zetten', 'injectie', 'gespoten', 'gebruik', 'spiegel', 'prik', 'injecties']","['Sinds 3 weken geen humira meer gehad.', 'Dit alles had ik bij de humira niet.', 'Mijn eigen prikschema met Humira is om de twee weken op de donderdag en wel op op 8 april en 20 mei.']"
5,573,5_prikken_bloed_bloedprikken_laten,"['prikken', 'bloed', 'bloedprikken', 'laten', 'geprikt', 'bloedgeprikt', 'gaan', 'voren', 'ziekenhuis', 'laat']","['Maar moet ik dan weer bloed laten prikken?', 'Ik heb 19 november voor het laatst mijn bloed laten prikken.', 'Ik heb overigens gisterenochtend bloed laten prikken.']"
6,572,6_huisarts_dokter_arts_huisartsenpost,"['huisarts', 'dokter', 'arts', 'huisartsenpost', 'medische', 'contact', 'doktersverklaring', 'ggd', 'behandelend', 'afspraak']","['De huisarts vroeg zich af of dit kan door [PERSOON].', 'Ja bij mijn huisarts.', 'Of moet dat ook via de huisarts?']"
7,461,7_bloeduitslagen_bloeduitslag_bloedwaarden_bloedwaardes,"['bloeduitslagen', 'bloeduitslag', 'bloedwaarden', 'bloedwaardes', 'uitslagen', 'bekend', 'bloed', 'uitslag', 'bloedonderzoek', 'benieuwd']","['[PERSOON], Zijn de bloeduitslagen al bekend?', 'Zijn inmiddels alle bloeduitslagen bekend?', 'zijn de bloeduitslagen al bekend?']"
8,438,8_medicatie_medicijnen_medicijn_stoppen,"['medicatie', 'medicijnen', 'medicijn', 'stoppen', 'medicijngebruik', 'starten', 'wennen', 'gebruiken', 'gebruik', 'voorgeschreven']","['Graag zou ik andere medicatie willen.', 'De medicatie is namelijk op.', 'Mijn medicatie is op']"
