Topic,Count,Name,Representation,Representative_Docs
-1,13540,-1_apotheek_afspraak_buikpijn_last,"['apotheek', 'afspraak', 'buikpijn', 'last', 'locatie', 'buik', 'graag', 'darmen', 'contact', 'beste']","['Apotheek [PERSOON] fax: [TELEFOONNUMMER] mail: [EMAILADRES]  groet,  [PERSOON] [DATUM] [ID]', 'Geachte heer, mevrouw,  Sinds zaterdag 27-02 krijg ik een mail dat er een nieuwe sessie voor mij klaar staat, maar er staat helemaal niets voor mij klaar.', 'Meer last van krampen, pijn steken in mijn buik, veel diarree en echt ontzettend moe.']"
0,2894,0_bloed_prikken_bloedprikken_ontlasting,"['bloed', 'prikken', 'bloedprikken', 'ontlasting', 'laten', 'bloeduitslagen', 'ingeleverd', 'geprikt', 'inleveren', 'slijm']","['Ik heb overigens gisterenochtend bloed laten prikken.', 'Ook heb ik bloed laten prikken vrijdag.', 'Moet ik misschien bloed laten prikken?']"
1,2066,1_medicatie_prednisolon_medicijnen_tabletten,"['medicatie', 'prednisolon', 'medicijnen', 'tabletten', 'medicijn', 'zetpillen', 'gebruik', 'prednison', 'cortiment', 'infliximab']","['Moet ik dit vóór of na de medicatie doen?', 'Kan dit met de medicatie te maken hebben?', 'Mijn medicatie is op']"
2,923,2_huisarts_dokter_arts_mdl,"['huisarts', 'dokter', 'arts', 'mdl', 'ziekenhuis', 'verpleegkundige', 'contact', 'medische', 'afspraak', 'behandeling']","['Hallo,  huisarts heeft ca.', 'Zou ik naar de huisarts moeten?', 'Ik heb woensdag een afspraak bij de huisarts.']"
3,512,3_pijn_gewrichten_benen_rug,"['pijn', 'gewrichten', 'benen', 'rug', 'handen', 'pijnlijk', 'linker', 'onderrug', 'rugpijn', 'rechter']","['Hallo,   De pijn is wat minder.', 'Ik heb omzettend veel pijn gehad.', 'Dit is ondoenlijk van wege de pijn!']"
4,509,4_test_thuistest_testen_zelftest,"['test', 'thuistest', 'testen', 'zelftest', 'gedaan', 'thuis', 'thuistesten', 'ontlastingtest', 'uitvoeren', 'zelftesten']","['1x te veel, dus verprutste test.', 'Zal ik doen ,ik heb nog een test.', 'Zal de test doen.']"
5,436,5_humira_spuit_spuiten_zetten,"['humira', 'spuit', 'spuiten', 'zetten', 'gespoten', 'injectie', 'gebruik', 'prik', 'injecties', 'gestart']","['Ik neem 1 keer per week Humira.', 'Ik kan elke week humira niet aan.', 'Minder dan zonder Humira.']"
6,397,6_toilet_vaker_rennen_dringend,"['toilet', 'vaker', 'rennen', 'dringend', 'keer', 'toiletbezoek', 'hoef', 'toiletbezoeken', 'gemiddeld', 'overdag']","['Meestal maar 1x per dag naar toilet.', 'Ga zeker 20x per dag naar toilet.', 'Kan sinds maandag niet naar het toilet.']"
7,355,7_bellen_telefoonnummer_telefonisch_nummer,"['bellen', 'telefoonnummer', 'telefonisch', 'nummer', 'bereikbaar', 'contact', 'opnemen', 'bereiken', 'telefoon', 'gebeld']","['[TELEFOONNUMMER] Op dit nummer ben ik bereikbaar.', 'Mocht U toch nog telefonisch contact met mij willen hebben dan ben ik gewoon bereikbaar onder nummer [TELEFOONNUMMER] Met vriendelijke groet, [PERSOON]', 'U mag mij ook bellen,  [TELEFOONNUMMER] [PERSOON].']"
8,296,8_recept_nieuw_uitschrijven_herhaal,"['recept', 'nieuw', 'uitschrijven', 'herhaal', 'herhaalrecept', 'sturen', 'aub', 'krijgen', 'versturen', 'cholestagel']","['Graag had ik inderdaad een recept?', 'Kunnen jullie een recept voor mij maken?', 'Kunnen jullie het recept a.u.b. z.s.m.']"
9,281,9_dun_waterig_ophouden_stukjes,"['dun', 'waterig', 'ophouden', 'stukjes', 'soms', 'ontlasting', 'lucht', 'beetjes', 'vocht', 'fistel']","['De ontlasting was ook heel dun.', 'De ontlasting is ook dun!', 'Vanaf woensdag is de ontlasting dun maar niet waterig.']"
10,275,10_klachten_verergerd_toenemen_erger,"['klachten', 'verergerd', 'toenemen', 'erger', 'toegenomen', 'verergeren', 'worse', 'verminderen', 'contact', 'dezelfde']","['Verder heb ik nog de klachten die ik reeds had.', 'Alle klachten zijn iedere dag weer anders maar ze zijn er wel.', 'Ik heb toch nog steeds veel klachten.']"
11,273,11_blij_prima_goed_fijn,"['blij', 'prima', 'goed', 'fijn', 'tevreden', 'orde', 'gelukkig', 'gaat', 'horen', 'rest']","['De kleine doet het prima daar ben ik blij om !', 'Ik  ben erg blij dat de uitslagen goed zijn.', 'Dit gaat goed, ik ben er erg blij mee.']"
12,263,12_poli_polie_afspraak_bezoek,"['poli', 'polie', 'afspraak', 'bezoek', 'interne', 'bellen', 'gesloten', 'gebeld', 'polis', 'komen']","['Gewoon op de poli?', 'Ik ben op dan op poli bij [PERSOON].', 'Ik ben op maandag 1 feb op de poli geweest.']"
13,262,13_darmonderzoek_colonscopie_darm_colonoscopie,"['darmonderzoek', 'colonscopie', 'darm', 'colonoscopie', 'maagonderzoek', 'dikke', 'gastroscopie', 'onderzoek', 'gepland', 'verwijderd']","['Beste [PERSOON],  Afgelopen donderdag 16 juli heb ik mijn darmonderzoek gehad.', 'Ook al heb ik dan het darmonderzoek nog niet gehad?', '9 september heb ik een darmonderzoek.']"
14,255,14_buik_buikpijn_darm_darmen,"['buik', 'buikpijn', 'darm', 'darmen', 'maag', 'gevoel', 'buikkrampen', 'dikke', 'dunne', 'opgezette']","['Af en toe nog wat buikpijn.', 'Hoi [PERSOON] of [PERSOON], Ik heb het gevoel dat het toch niet goed gaat met mijn buik.', 'Ik heb veel pijn in mijn buik.']"
15,233,15_afspraak_staan_gepland_aanstaande,"['afspraak', 'staan', 'gepland', 'aanstaande', 'staat', 'vervallen', 'vervroegen', 'vervroegd', 'agenda', 'gemaakt']","['Op 26 januari heb ik een afspraak bij [PERSOON].', 'Ik heb op 20 mei een afspraak met [PERSOON].', 'Hallo,  op 10 januari om 09:30 uur, heb ik een afspraak staan bij [PERSOON].']"
